#LINK,,,,,,,,
#file_name,keifuku_rosenkeitou,,,,,,,
#lang,ja,,,,,,,
#attribution_name,fukuishi,,,,,,,
#property,路線番号,系統番号,順序,バス停番号,バス停番号枝番,路線名,系統名,バス停名
#object_type_xsd,int,int,int,int,int,string,string,string
#property_context,assertion,assertion,assertion,assertion,assertion,assertion,assertion,assertion
4947,79,1,16,33,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,おさごえ民家園
4948,79,1,17,8126,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,門前北
4949,79,1,18,8124,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,みどり図書館前
4950,79,1,19,8127,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,福町北
4951,79,1,20,8115,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,渕二丁目
4952,79,1,21,70,12,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,福井市農協前
4953,79,1,22,449,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,科学技術高校入口
4954,79,1,23,450,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,下江守
4955,79,1,24,451,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,朝宮
4956,79,1,25,452,10,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,栃谷
4957,79,1,26,522,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,ハイツ東口
4958,79,1,27,521,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,ハイツ公園
4959,79,1,28,8128,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,清水北小学校前
4960,79,1,29,489,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,ハイツ中央
4961,79,1,30,490,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,清水台保育園
4962,79,1,31,8122,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,三留工業団地
4963,79,1,32,8125,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,三留東
4964,79,1,33,8123,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,清水プラント３
4965,79,1,34,475,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,風巻
4966,79,1,35,474,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,福祉センター前
4967,79,1,36,8116,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,上天下
4968,79,1,37,498,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,出村
4969,79,1,38,499,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,出村第２
4970,79,1,39,500,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,清水診療所
4971,79,1,40,501,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,大森
4972,79,1,41,8129,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,清水西小学校前
4973,79,1,42,1310,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,志津が丘一丁目
4974,79,1,43,1311,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,志津が丘三丁目
4975,79,1,44,524,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,山内
4976,79,1,45,525,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,南朝寺
4977,79,1,46,526,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,笹谷
4978,79,1,47,527,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,四ツ合
4979,79,1,48,528,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,小倉
4980,79,1,49,529,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,小倉集落センター
4981,79,1,50,530,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,笹屋
4982,79,1,51,1327,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,小倉団地
4983,79,1,52,531,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,葛野
4984,79,1,53,1326,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,泰澄の杜
4985,79,1,54,2972,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,上野田団地
4986,79,1,55,462,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,野田
4987,79,1,56,532,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,下糸生
4988,79,1,57,533,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,笹川
4989,79,1,58,8121,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,織田岩倉
4990,79,1,59,535,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,細野
4991,79,1,60,536,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,上細野
4992,79,1,61,537,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,桜谷口
4993,79,1,62,538,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,脇谷口
4994,79,1,63,539,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,山田
4995,79,1,64,6740,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,織田コミュニティセンター
4996,79,1,65,541,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,織田
4997,79,2,1,8123,0,清水グリーンライン（織田）,清水プラント３→織田,清水プラント３
4998,79,2,2,475,0,清水グリーンライン（織田）,清水プラント３→織田,風巻
4999,79,2,3,474,0,清水グリーンライン（織田）,清水プラント３→織田,福祉センター前
5000,79,2,4,8116,0,清水グリーンライン（織田）,清水プラント３→織田,上天下
5001,79,2,5,498,2,清水グリーンライン（織田）,清水プラント３→織田,出村
5002,79,2,6,499,2,清水グリーンライン（織田）,清水プラント３→織田,出村第２
5003,79,2,7,500,2,清水グリーンライン（織田）,清水プラント３→織田,清水診療所
5004,79,2,8,501,0,清水グリーンライン（織田）,清水プラント３→織田,大森
5005,79,2,9,8129,0,清水グリーンライン（織田）,清水プラント３→織田,清水西小学校前
5006,79,2,10,1310,0,清水グリーンライン（織田）,清水プラント３→織田,志津が丘一丁目
5007,79,2,11,1311,0,清水グリーンライン（織田）,清水プラント３→織田,志津が丘三丁目
5008,79,2,12,524,2,清水グリーンライン（織田）,清水プラント３→織田,山内
5009,79,2,13,525,0,清水グリーンライン（織田）,清水プラント３→織田,南朝寺
5010,79,2,14,526,0,清水グリーンライン（織田）,清水プラント３→織田,笹谷
5011,79,2,15,527,0,清水グリーンライン（織田）,清水プラント３→織田,四ツ合
5012,79,2,16,528,0,清水グリーンライン（織田）,清水プラント３→織田,小倉
5013,79,2,17,529,0,清水グリーンライン（織田）,清水プラント３→織田,小倉集落センター
5014,79,2,18,530,0,清水グリーンライン（織田）,清水プラント３→織田,笹屋
5015,79,2,19,1327,0,清水グリーンライン（織田）,清水プラント３→織田,小倉団地
5016,79,2,20,531,0,清水グリーンライン（織田）,清水プラント３→織田,葛野
5017,79,2,21,1326,0,清水グリーンライン（織田）,清水プラント３→織田,泰澄の杜
5018,79,2,22,2972,0,清水グリーンライン（織田）,清水プラント３→織田,上野田団地
5019,79,2,23,462,0,清水グリーンライン（織田）,清水プラント３→織田,野田
5020,79,2,24,532,2,清水グリーンライン（織田）,清水プラント３→織田,下糸生
5021,79,2,25,533,0,清水グリーンライン（織田）,清水プラント３→織田,笹川
5022,79,2,26,8121,0,清水グリーンライン（織田）,清水プラント３→織田,織田岩倉
5023,79,2,27,535,0,清水グリーンライン（織田）,清水プラント３→織田,細野
5024,79,2,28,536,0,清水グリーンライン（織田）,清水プラント３→織田,上細野
5025,79,2,29,537,0,清水グリーンライン（織田）,清水プラント３→織田,桜谷口
5026,79,2,30,538,0,清水グリーンライン（織田）,清水プラント３→織田,脇谷口
5027,79,2,31,539,0,清水グリーンライン（織田）,清水プラント３→織田,山田
5028,79,2,32,6740,0,清水グリーンライン（織田）,清水プラント３→織田,織田コミュニティセンター
5029,79,2,33,541,0,清水グリーンライン（織田）,清水プラント３→織田,織田
5030,79,3,1,541,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,織田
5031,79,3,2,6740,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,織田コミュニティセンター
5032,79,3,3,539,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,山田
5033,79,3,4,538,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,脇谷口
5034,79,3,5,537,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,桜谷口
5035,79,3,6,536,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,上細野
5036,79,3,7,535,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,細野
5037,79,3,8,8121,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,織田岩倉
5038,79,3,9,533,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,笹川
5039,79,3,10,532,1,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,下糸生
5040,79,3,11,462,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,野田
5041,79,3,12,2972,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,上野田団地
5042,79,3,13,531,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,葛野
5043,79,3,14,1327,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,小倉団地
5044,79,3,15,530,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,笹屋
5045,79,3,16,529,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,小倉集落センター
5046,79,3,17,528,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,小倉
5047,79,3,18,527,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,四ツ合
5048,79,3,19,526,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,笹谷
5049,79,3,20,525,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,南朝寺
5050,79,3,21,524,1,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,山内
5051,79,3,22,1311,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,志津が丘三丁目
5052,79,3,23,1310,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,志津が丘一丁目
5053,79,3,24,8129,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,清水西小学校前
5054,79,3,25,501,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,大森
5055,79,3,26,500,1,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,清水診療所
5056,79,3,27,499,1,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,出村第２
5057,79,3,28,498,1,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,出村
5058,79,3,29,8116,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,上天下
5059,79,3,30,474,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,福祉センター前
5060,79,3,31,475,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,風巻
5061,79,3,32,8123,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,清水プラント３
5062,79,3,33,8125,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,三留東
5063,79,3,34,8122,0,清水グリーンライン（織田）,織田→清水プラント３→赤十字病院→福井駅,三留工業団地
